Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,CDS.Markdown\CDS.Markdown.csproj,File,CDS.Markdown\MarkdownViewerSession.cs,102,12,T:System.Uri,,,,,string localPath = Uri.UnescapeDataString(new Uri(uri).LocalPath);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,CDS.Markdown\CDS.Markdown.csproj,File,CDS.Markdown\MarkdownViewerSession.cs,102,12,M:System.Uri.#ctor(System.String),,,,,string localPath = Uri.UnescapeDataString(new Uri(uri).LocalPath);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,CDS.Markdown\CDS.Markdown.csproj,File,CDS.Markdown\MarkdownViewerSession.cs,102,12,T:System.Uri,,,,,string localPath = Uri.UnescapeDataString(new Uri(uri).LocalPath);
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Demo.csproj,,,,,,,,Current target framework: net8.0-windows;net6.0-windows;net48 Recommended target framework: net8.0-windows;net6.0-windows;net48;net10.0-windows
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\obj\Debug\net6.0-windows\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,26,12,T:System.Windows.Forms.HighDpiMode,,,,,global::System.Windows.Forms.Application.SetHighDpiMode(HighDpiMode.SystemAware);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\obj\Debug\net6.0-windows\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,26,12,T:System.Windows.Forms.HighDpiMode,,,,,global::System.Windows.Forms.Application.SetHighDpiMode(HighDpiMode.SystemAware);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\obj\Debug\net6.0-windows\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,26,12,F:System.Windows.Forms.HighDpiMode.SystemAware,,,,,global::System.Windows.Forms.Application.SetHighDpiMode(HighDpiMode.SystemAware);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\obj\Debug\net6.0-windows\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,26,12,T:System.Windows.Forms.Application,,,,,global::System.Windows.Forms.Application.SetHighDpiMode(HighDpiMode.SystemAware);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\obj\Debug\net6.0-windows\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,26,12,M:System.Windows.Forms.Application.SetHighDpiMode(System.Windows.Forms.HighDpiMode),,,,,global::System.Windows.Forms.Application.SetHighDpiMode(HighDpiMode.SystemAware);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\obj\Debug\net6.0-windows\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,25,12,T:System.Windows.Forms.Application,,,,,global::System.Windows.Forms.Application.SetCompatibleTextRenderingDefault(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\obj\Debug\net6.0-windows\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,25,12,M:System.Windows.Forms.Application.SetCompatibleTextRenderingDefault(System.Boolean),,,,,global::System.Windows.Forms.Application.SetCompatibleTextRenderingDefault(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\obj\Debug\net6.0-windows\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,24,12,T:System.Windows.Forms.Application,,,,,global::System.Windows.Forms.Application.EnableVisualStyles();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\obj\Debug\net6.0-windows\System.Windows.Forms.Analyzers.CSharp\System.Windows.Forms.Generators.ApplicationConfigurationGenerator\ApplicationConfiguration.g.cs,24,12,M:System.Windows.Forms.Application.EnableVisualStyles,,,,,global::System.Windows.Forms.Application.EnableVisualStyles();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Program.cs,16,12,T:System.Windows.Forms.Application,,,,,Application.Run(new Form1());
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Program.cs,16,12,M:System.Windows.Forms.Application.Run(System.Windows.Forms.Form),,,,,Application.Run(new Form1());
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,Demo\Demo.csproj,File,Demo\SystemInfoHelper.cs,19,8,P:System.Environment.OSVersion,,,,,var osVersion = Environment.OSVersion.VersionString;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\SystemInfoHelper.cs,15,8,T:System.Windows.Forms.Application,,,,,var appVersion = Application.ProductVersion.Split('+')[0];
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\SystemInfoHelper.cs,15,8,P:System.Windows.Forms.Application.ProductVersion,,,,,var appVersion = Application.ProductVersion.Split('+')[0];
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\SystemInfoHelper.cs,14,8,T:System.Windows.Forms.Application,,,,,var appName = Application.ProductName;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\SystemInfoHelper.cs,14,8,P:System.Windows.Forms.Application.ProductName,,,,,var appName = Application.ProductName;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,88,33,T:System.Windows.Forms.TableLayoutPanel,,,,,tableLayoutPanel1
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,87,22,T:System.Windows.Forms.Label,,,,,labelInfo
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,81,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,80,12,T:System.Windows.Forms.TableLayoutPanel,,,,,tableLayoutPanel1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,80,12,M:System.Windows.Forms.Control.ResumeLayout(System.Boolean),,,,,tableLayoutPanel1.ResumeLayout(false);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,79,12,E:System.Windows.Forms.Form.Load,,,,,Load += Form1_Load;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,78,12,P:System.Windows.Forms.Form.Text,,,,,"Text = ""CDS.Markdown demo"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,77,12,T:System.Windows.Forms.Padding,,,,,Padding = new Padding(12);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,77,12,M:System.Windows.Forms.Padding.#ctor(System.Int32),,,,,Padding = new Padding(12);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,77,12,T:System.Windows.Forms.Padding,,,,,Padding = new Padding(12);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,77,12,P:System.Windows.Forms.Control.Padding,,,,,Padding = new Padding(12);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,76,12,P:System.Windows.Forms.Control.Name,,,,,"Name = ""Form1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,75,12,T:System.Windows.Forms.TableLayoutPanel,,,,,Controls.Add(tableLayoutPanel1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,75,12,T:System.Windows.Forms.Control.ControlCollection,,,,,Controls.Add(tableLayoutPanel1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,75,12,P:System.Windows.Forms.Control.Controls,,,,,Controls.Add(tableLayoutPanel1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,75,12,M:System.Windows.Forms.Control.ControlCollection.Add(System.Windows.Forms.Control),,,,,Controls.Add(tableLayoutPanel1);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,74,12,P:System.Windows.Forms.Form.ClientSize,,,,,"ClientSize = new Size(778, 738);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,73,12,T:System.Windows.Forms.AutoScaleMode,,,,,AutoScaleMode = AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,73,12,T:System.Windows.Forms.AutoScaleMode,,,,,AutoScaleMode = AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,73,12,F:System.Windows.Forms.AutoScaleMode.Font,,,,,AutoScaleMode = AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,73,12,T:System.Windows.Forms.AutoScaleMode,,,,,AutoScaleMode = AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,73,12,P:System.Windows.Forms.ContainerControl.AutoScaleMode,,,,,AutoScaleMode = AutoScaleMode.Font;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,72,12,P:System.Windows.Forms.ContainerControl.AutoScaleDimensions,,,,,"AutoScaleDimensions = new SizeF(7F, 15F);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,68,12,T:System.Windows.Forms.TableLayoutPanel,,,,,tableLayoutPanel1.TabIndex = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,68,12,P:System.Windows.Forms.Control.TabIndex,,,,,tableLayoutPanel1.TabIndex = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,67,12,T:System.Windows.Forms.TableLayoutPanel,,,,,"tableLayoutPanel1.Size = new Size(754, 714);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,67,12,P:System.Windows.Forms.Control.Size,,,,,"tableLayoutPanel1.Size = new Size(754, 714);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,66,12,T:System.Windows.Forms.SizeType,,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,66,12,T:System.Windows.Forms.SizeType,,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,66,12,F:System.Windows.Forms.SizeType.Percent,,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,66,12,T:System.Windows.Forms.RowStyle,,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,66,12,"M:System.Windows.Forms.RowStyle.#ctor(System.Windows.Forms.SizeType,System.Single)",,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,66,12,T:System.Windows.Forms.TableLayoutPanel,,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,66,12,T:System.Windows.Forms.TableLayoutRowStyleCollection,,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,66,12,P:System.Windows.Forms.TableLayoutPanel.RowStyles,,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,66,12,M:System.Windows.Forms.TableLayoutRowStyleCollection.Add(System.Windows.Forms.RowStyle),,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,65,12,T:System.Windows.Forms.SizeType,,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Absolute, 41F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,65,12,T:System.Windows.Forms.SizeType,,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Absolute, 41F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,65,12,F:System.Windows.Forms.SizeType.Absolute,,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Absolute, 41F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,65,12,T:System.Windows.Forms.RowStyle,,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Absolute, 41F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,65,12,"M:System.Windows.Forms.RowStyle.#ctor(System.Windows.Forms.SizeType,System.Single)",,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Absolute, 41F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,65,12,T:System.Windows.Forms.TableLayoutPanel,,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Absolute, 41F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,65,12,T:System.Windows.Forms.TableLayoutRowStyleCollection,,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Absolute, 41F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,65,12,P:System.Windows.Forms.TableLayoutPanel.RowStyles,,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Absolute, 41F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,65,12,M:System.Windows.Forms.TableLayoutRowStyleCollection.Add(System.Windows.Forms.RowStyle),,,,,"tableLayoutPanel1.RowStyles.Add(new RowStyle(SizeType.Absolute, 41F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,64,12,T:System.Windows.Forms.TableLayoutPanel,,,,,tableLayoutPanel1.RowCount = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,64,12,P:System.Windows.Forms.TableLayoutPanel.RowCount,,,,,tableLayoutPanel1.RowCount = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,63,12,T:System.Windows.Forms.TableLayoutPanel,,,,,"tableLayoutPanel1.Name = ""tableLayoutPanel1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,63,12,P:System.Windows.Forms.Control.Name,,,,,"tableLayoutPanel1.Name = ""tableLayoutPanel1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,62,12,T:System.Windows.Forms.TableLayoutPanel,,,,,"tableLayoutPanel1.Location = new Point(12, 12);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,62,12,P:System.Windows.Forms.Control.Location,,,,,"tableLayoutPanel1.Location = new Point(12, 12);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,61,12,T:System.Windows.Forms.DockStyle,,,,,tableLayoutPanel1.Dock = DockStyle.Fill;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,61,12,T:System.Windows.Forms.DockStyle,,,,,tableLayoutPanel1.Dock = DockStyle.Fill;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,61,12,F:System.Windows.Forms.DockStyle.Fill,,,,,tableLayoutPanel1.Dock = DockStyle.Fill;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,61,12,T:System.Windows.Forms.TableLayoutPanel,,,,,tableLayoutPanel1.Dock = DockStyle.Fill;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,61,12,T:System.Windows.Forms.DockStyle,,,,,tableLayoutPanel1.Dock = DockStyle.Fill;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,61,12,P:System.Windows.Forms.Control.Dock,,,,,tableLayoutPanel1.Dock = DockStyle.Fill;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,60,12,T:System.Windows.Forms.TableLayoutPanel,,,,,"tableLayoutPanel1.Controls.Add(markdownViewer, 0, 1);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,60,12,T:System.Windows.Forms.TableLayoutControlCollection,,,,,"tableLayoutPanel1.Controls.Add(markdownViewer, 0, 1);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,60,12,P:System.Windows.Forms.TableLayoutPanel.Controls,,,,,"tableLayoutPanel1.Controls.Add(markdownViewer, 0, 1);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,60,12,"M:System.Windows.Forms.TableLayoutControlCollection.Add(System.Windows.Forms.Control,System.Int32,System.Int32)",,,,,"tableLayoutPanel1.Controls.Add(markdownViewer, 0, 1);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,59,12,T:System.Windows.Forms.Label,,,,,"tableLayoutPanel1.Controls.Add(labelInfo, 0, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,59,12,T:System.Windows.Forms.TableLayoutPanel,,,,,"tableLayoutPanel1.Controls.Add(labelInfo, 0, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,59,12,T:System.Windows.Forms.TableLayoutControlCollection,,,,,"tableLayoutPanel1.Controls.Add(labelInfo, 0, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,59,12,P:System.Windows.Forms.TableLayoutPanel.Controls,,,,,"tableLayoutPanel1.Controls.Add(labelInfo, 0, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,59,12,"M:System.Windows.Forms.TableLayoutControlCollection.Add(System.Windows.Forms.Control,System.Int32,System.Int32)",,,,,"tableLayoutPanel1.Controls.Add(labelInfo, 0, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,58,12,T:System.Windows.Forms.SizeType,,,,,"tableLayoutPanel1.ColumnStyles.Add(new ColumnStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,58,12,T:System.Windows.Forms.SizeType,,,,,"tableLayoutPanel1.ColumnStyles.Add(new ColumnStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,58,12,F:System.Windows.Forms.SizeType.Percent,,,,,"tableLayoutPanel1.ColumnStyles.Add(new ColumnStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,58,12,T:System.Windows.Forms.ColumnStyle,,,,,"tableLayoutPanel1.ColumnStyles.Add(new ColumnStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,58,12,"M:System.Windows.Forms.ColumnStyle.#ctor(System.Windows.Forms.SizeType,System.Single)",,,,,"tableLayoutPanel1.ColumnStyles.Add(new ColumnStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,58,12,T:System.Windows.Forms.TableLayoutPanel,,,,,"tableLayoutPanel1.ColumnStyles.Add(new ColumnStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,58,12,T:System.Windows.Forms.TableLayoutColumnStyleCollection,,,,,"tableLayoutPanel1.ColumnStyles.Add(new ColumnStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,58,12,P:System.Windows.Forms.TableLayoutPanel.ColumnStyles,,,,,"tableLayoutPanel1.ColumnStyles.Add(new ColumnStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,58,12,M:System.Windows.Forms.TableLayoutColumnStyleCollection.Add(System.Windows.Forms.ColumnStyle),,,,,"tableLayoutPanel1.ColumnStyles.Add(new ColumnStyle(SizeType.Percent, 100F));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,57,12,T:System.Windows.Forms.TableLayoutPanel,,,,,tableLayoutPanel1.ColumnCount = 1;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,57,12,P:System.Windows.Forms.TableLayoutPanel.ColumnCount,,,,,tableLayoutPanel1.ColumnCount = 1;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,53,12,T:System.Drawing.ContentAlignment,,,,,labelInfo.TextAlign = ContentAlignment.MiddleCenter;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,53,12,T:System.Drawing.ContentAlignment,,,,,labelInfo.TextAlign = ContentAlignment.MiddleCenter;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,53,12,F:System.Drawing.ContentAlignment.MiddleCenter,,,,,labelInfo.TextAlign = ContentAlignment.MiddleCenter;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,53,12,T:System.Windows.Forms.Label,,,,,labelInfo.TextAlign = ContentAlignment.MiddleCenter;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,53,12,T:System.Drawing.ContentAlignment,,,,,labelInfo.TextAlign = ContentAlignment.MiddleCenter;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,53,12,P:System.Windows.Forms.Label.TextAlign,,,,,labelInfo.TextAlign = ContentAlignment.MiddleCenter;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,52,12,T:System.Windows.Forms.Label,,,,,"labelInfo.Text = ""label1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,52,12,P:System.Windows.Forms.Label.Text,,,,,"labelInfo.Text = ""label1"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,51,12,T:System.Windows.Forms.Label,,,,,labelInfo.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,51,12,P:System.Windows.Forms.Control.TabIndex,,,,,labelInfo.TabIndex = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,50,12,T:System.Windows.Forms.Label,,,,,"labelInfo.Size = new Size(748, 41);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Demo\Demo.csproj,File,Demo\Form1.Designer.cs,50,12,P:System.Windows.Forms.Control.Size,,,,,"labelInfo.Size = new Size(748, 41);"
